antecedent,consequent,support,confidence,lift
packet_asymmetry_medium AND proto_udp AND state_int,bytes_per_packet_low,0.240651,0.817388,2.183648
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_udp AND state_int,bytes_per_packet_low,0.240651,0.817388,2.183648
proto_udp AND state_int,bytes_per_packet_low,0.240651,0.817388,2.183648
outbound_dominance_ratio_medium AND proto_udp AND state_int,bytes_per_packet_low,0.240651,0.817388,2.183648
bytes_per_packet_low AND outbound_dominance_ratio_low AND packet_rate_medium,proto_tcp,0.012906,0.995163,2.182634
bytes_per_packet_low AND outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_medium,proto_tcp,0.012792,0.99512,2.182539
bytes_per_packet_low AND outbound_dominance_ratio_low,proto_tcp,0.089277,0.994284,2.180705
bytes_per_packet_low AND outbound_dominance_ratio_low AND packet_rate_low,proto_tcp,0.076371,0.994135,2.18038
bytes_per_packet_low AND outbound_dominance_ratio_low AND packet_asymmetry_low,proto_tcp,0.085918,0.994061,2.180218
bytes_per_packet_high AND outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_medium,proto_tcp,0.012039,0.993879,2.179819
bytes_per_packet_low AND outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_low,proto_tcp,0.073126,0.993876,2.179812
outbound_dominance_ratio_low AND packet_rate_low AND service_-,state_fin,0.070149,0.965766,2.175887
outbound_dominance_ratio_low AND packet_rate_low AND service_-,proto_tcp AND state_fin,0.070149,0.965766,2.175887
bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_tcp,state_fin,0.027421,0.965656,2.175638
bytes_per_packet_medium AND packet_asymmetry_low AND service_-,proto_tcp,0.108372,0.99165,2.17493
bytes_per_packet_low AND packet_asymmetry_low AND packet_rate_medium,proto_tcp,0.012792,0.9916,2.17482
bytes_per_packet_low AND packet_asymmetry_low,proto_tcp,0.085918,0.991379,2.174336
bytes_per_packet_low AND packet_asymmetry_low AND packet_rate_low,proto_tcp,0.073126,0.991341,2.174251
outbound_dominance_ratio_low AND packet_asymmetry_low AND service_-,proto_tcp,0.15033,0.991126,2.17378
bytes_per_packet_medium AND packet_rate_medium AND proto_udp,packet_asymmetry_low,0.042734,0.80883,2.173569
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_udp,bytes_per_packet_low,0.241085,0.813252,2.172599
bytes_per_packet_low AND outbound_dominance_ratio_low AND packet_rate_low AND service_-,proto_tcp,0.041399,0.990584,2.172591
packet_asymmetry_medium AND proto_udp,bytes_per_packet_low,0.241085,0.813205,2.172473
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_low AND service_-,proto_tcp,0.025316,0.990185,2.171717
bytes_per_packet_low AND outbound_dominance_ratio_low AND service_-,proto_tcp,0.04323,0.990073,2.171471
bytes_per_packet_low AND outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_low AND service_-,proto_tcp,0.038673,0.989927,2.17115
bytes_per_packet_low AND outbound_dominance_ratio_low AND packet_asymmetry_low AND service_-,proto_tcp,0.04039,0.989383,2.169956
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_low AND packet_rate_low,proto_tcp AND state_fin,0.014623,0.962824,2.169258
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_low,state_fin,0.014623,0.962824,2.169258
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_low,proto_tcp AND state_fin,0.014623,0.962824,2.169258
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_low AND packet_rate_low,state_fin,0.014623,0.962824,2.169258
bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_asymmetry_low AND proto_tcp,packet_rate_low,0.017897,0.723041,2.169124
bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_asymmetry_low AND proto_tcp AND state_fin,packet_rate_low,0.017885,0.722914,2.168741
bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_asymmetry_low AND state_fin,packet_rate_low,0.017885,0.722914,2.168741
bytes_per_packet_high AND packet_asymmetry_low AND proto_udp AND service_- AND state_con,packet_rate_medium,0.017526,0.853137,2.16797
bytes_per_packet_high AND packet_asymmetry_low AND proto_udp AND service_-,packet_rate_medium,0.017526,0.853137,2.16797
packet_rate_low AND service_ftp,bytes_per_packet_low,0.013015,0.811234,2.167208
packet_rate_low AND proto_tcp AND service_ftp,bytes_per_packet_low,0.013015,0.811234,2.167208
outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_low,proto_tcp,0.154607,0.987973,2.166866
outbound_dominance_ratio_medium AND proto_tcp AND service_http AND state_fin,packet_rate_low,0.026149,0.722047,2.166142
outbound_dominance_ratio_medium AND service_http AND state_fin,packet_rate_low,0.026149,0.722047,2.166142
bytes_per_packet_high AND packet_rate_medium AND proto_tcp AND service_-,state_fin,0.017457,0.961369,2.165981
outbound_dominance_ratio_medium AND proto_tcp AND service_http,packet_rate_low,0.026183,0.721969,2.165907
outbound_dominance_ratio_medium AND service_http,packet_rate_low,0.026183,0.721969,2.165907
packet_rate_low AND service_ftp AND state_fin,bytes_per_packet_low,0.012963,0.810628,2.165589
packet_rate_low AND proto_tcp AND service_ftp AND state_fin,bytes_per_packet_low,0.012963,0.810628,2.165589
bytes_per_packet_low AND state_fin,packet_asymmetry_low,0.085667,0.805804,2.165439
bytes_per_packet_low AND proto_tcp AND state_fin,packet_asymmetry_low,0.085667,0.805804,2.165439
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_low,proto_tcp,0.063442,0.987045,2.16483
bytes_per_packet_high AND outbound_dominance_ratio_low AND packet_rate_medium,proto_tcp,0.015427,0.986866,2.164437
bytes_per_packet_high AND packet_asymmetry_low AND proto_udp AND state_con,packet_rate_medium,0.017589,0.851698,2.164314
bytes_per_packet_high AND packet_asymmetry_low AND proto_udp,packet_rate_medium,0.017589,0.851698,2.164314
bytes_per_packet_high AND proto_udp AND service_- AND state_con,packet_rate_medium,0.017526,0.851482,2.163765
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_low AND service_-,proto_tcp,0.017697,0.986018,2.162578
outbound_dominance_ratio_low AND packet_rate_medium AND service_- AND state_fin,bytes_per_packet_medium,0.086363,0.905411,2.162383
outbound_dominance_ratio_low AND packet_rate_medium AND proto_tcp AND service_-,bytes_per_packet_medium,0.086363,0.905411,2.162383
outbound_dominance_ratio_low AND packet_rate_medium AND proto_tcp AND service_- AND state_fin,bytes_per_packet_medium,0.086363,0.905411,2.162383
bytes_per_packet_low AND packet_asymmetry_low AND packet_rate_low AND service_-,proto_tcp,0.038673,0.985181,2.160741
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_low,proto_tcp,0.055081,0.985108,2.160581
packet_asymmetry_medium AND packet_rate_medium AND proto_tcp,state_fin,0.042511,0.958467,2.159442
outbound_dominance_ratio_low AND service_-,proto_tcp,0.165671,0.984378,2.15898
outbound_dominance_ratio_low AND packet_rate_medium AND service_-,bytes_per_packet_medium,0.08646,0.90378,2.158487
bytes_per_packet_low AND packet_rate_low AND proto_tcp AND service_-,state_fin,0.055863,0.957759,2.157846
bytes_per_packet_low AND packet_asymmetry_low AND service_-,proto_tcp,0.04039,0.983748,2.157598
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_tcp,state_fin,0.041354,0.957354,2.156934
bytes_per_packet_low AND packet_rate_high AND service_-,proto_udp,0.012325,0.778178,2.156132
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_high AND service_-,proto_udp,0.012325,0.778178,2.156132
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND service_-,proto_udp,0.012325,0.778178,2.156132
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_rate_high AND service_-,proto_udp,0.012325,0.778178,2.156132
bytes_per_packet_high AND outbound_dominance_ratio_low AND packet_asymmetry_low,proto_tcp,0.038439,0.982794,2.155506
outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_medium AND proto_tcp AND service_- AND state_fin,bytes_per_packet_medium,0.081858,0.902364,2.155106
outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_medium AND service_- AND state_fin,bytes_per_packet_medium,0.081858,0.902364,2.155106
outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_medium AND proto_tcp AND service_-,bytes_per_packet_medium,0.081858,0.902364,2.155106
proto_tcp AND service_-,state_fin,0.251995,0.95622,2.154379
outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_medium AND service_-,bytes_per_packet_medium,0.081955,0.901958,2.154137
outbound_dominance_ratio_low AND packet_rate_low,proto_tcp,0.166898,0.982145,2.154083
bytes_per_packet_high AND outbound_dominance_ratio_low,proto_tcp AND state_fin,0.0425,0.955752,2.153325
bytes_per_packet_high AND outbound_dominance_ratio_low,state_fin,0.0425,0.955752,2.153325
bytes_per_packet_high AND proto_tcp,state_fin,0.136665,0.955196,2.152072
bytes_per_packet_high AND proto_udp AND state_con,packet_rate_medium,0.017589,0.846323,2.150653
bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_low,proto_tcp,0.069704,0.980348,2.150142
outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_low AND service_-,proto_tcp,0.059615,0.980306,2.150049
bytes_per_packet_high AND outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_low,proto_tcp,0.0264,0.97782,2.144597
bytes_per_packet_medium AND packet_rate_low AND service_http,outbound_dominance_ratio_low,0.036021,0.714156,2.142469
bytes_per_packet_medium AND packet_rate_low AND proto_tcp AND service_http,outbound_dominance_ratio_low,0.036021,0.714156,2.142469
bytes_per_packet_high AND packet_asymmetry_low AND service_- AND state_con,packet_rate_medium,0.017526,0.843073,2.142394
bytes_per_packet_medium AND packet_rate_low AND service_http AND state_fin,outbound_dominance_ratio_low,0.03601,0.714092,2.142276
bytes_per_packet_medium AND packet_rate_low AND proto_tcp AND service_http AND state_fin,outbound_dominance_ratio_low,0.03601,0.714092,2.142276
bytes_per_packet_low AND proto_tcp,state_fin,0.106313,0.949618,2.139505
bytes_per_packet_high AND packet_asymmetry_low AND state_con,packet_rate_medium,0.017589,0.841703,2.138914
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_tcp,state_fin,0.034498,0.949309,2.13881
packet_rate_low AND proto_tcp AND service_-,state_fin,0.143965,0.948058,2.135991
bytes_per_packet_high AND outbound_dominance_ratio_low AND packet_asymmetry_low AND service_-,state_fin,0.010374,0.947396,2.134498
bytes_per_packet_high AND outbound_dominance_ratio_low AND packet_asymmetry_low AND service_-,proto_tcp AND state_fin,0.010374,0.947396,2.134498
outbound_dominance_ratio_low AND packet_asymmetry_medium AND service_-,packet_rate_low,0.011823,0.711149,2.133448
packet_asymmetry_low AND proto_udp AND service_- AND state_con,packet_rate_medium,0.017663,0.839295,2.132796
packet_asymmetry_low AND proto_udp AND service_-,packet_rate_medium,0.017663,0.839295,2.132796
packet_asymmetry_low AND packet_rate_low,proto_tcp,0.187127,0.972351,2.132601
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_arp,state_int,0.015792,1.0,2.131158
bytes_per_packet_medium AND proto_unas,state_int,0.068917,1.0,2.131158
proto_unas,outbound_dominance_ratio_medium AND state_int,0.068917,1.0,2.131158
outbound_dominance_ratio_medium AND proto_unas,state_int,0.068917,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low AND proto_arp,outbound_dominance_ratio_medium AND state_int,0.015792,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_low AND proto_arp,state_int,0.015792,1.0,2.131158
bytes_per_packet_medium AND proto_unas,outbound_dominance_ratio_medium AND state_int,0.068917,1.0,2.131158
bytes_per_packet_low AND packet_rate_high AND proto_udp AND service_dns,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.146013,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_high AND proto_udp AND service_dns,outbound_dominance_ratio_medium AND state_int,0.146013,1.0,2.131158
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_unas AND service_-,state_int,0.038582,1.0,2.131158
packet_rate_high AND proto_unas AND service_-,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.038582,1.0,2.131158
packet_asymmetry_medium AND packet_rate_high AND proto_unas AND service_-,outbound_dominance_ratio_medium AND state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND packet_rate_medium AND proto_unas AND service_-,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.030215,1.0,2.131158
bytes_per_packet_low AND packet_rate_high AND service_dns,outbound_dominance_ratio_medium AND state_int,0.146013,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_rate_high AND service_dns,state_int,0.146013,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_rate_high AND proto_udp AND service_dns,packet_asymmetry_medium AND state_int,0.146013,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_udp AND service_dns,state_int,0.146013,1.0,2.131158
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_low AND proto_arp,state_int,0.015792,1.0,2.131158
packet_asymmetry_medium AND packet_rate_low AND proto_arp,outbound_dominance_ratio_medium AND state_int,0.015792,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_unas AND service_-,state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_unas AND service_-,packet_asymmetry_medium AND state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_udp AND service_-,state_int,0.012838,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_udp AND service_-,packet_asymmetry_medium AND state_int,0.012838,1.0,2.131158
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_unas,state_int,0.038582,1.0,2.131158
outbound_dominance_ratio_medium AND packet_rate_high AND proto_unas,packet_asymmetry_medium AND state_int,0.038582,1.0,2.131158
packet_asymmetry_medium AND packet_rate_high AND proto_unas,outbound_dominance_ratio_medium AND state_int,0.038582,1.0,2.131158
packet_rate_high AND proto_unas,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_unas AND service_-,state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_udp AND service_-,outbound_dominance_ratio_medium AND state_int,0.012838,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_udp AND service_dns,state_int,0.223091,1.0,2.131158
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_unas,packet_asymmetry_medium AND state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND packet_rate_medium AND proto_unas AND service_-,packet_asymmetry_medium AND state_int,0.030215,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_udp AND service_dns,state_int,0.077073,1.0,2.131158
packet_rate_medium AND proto_unas,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.030215,1.0,2.131158
packet_asymmetry_medium AND packet_rate_medium AND proto_unas,outbound_dominance_ratio_medium AND state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND packet_rate_medium AND proto_unas AND service_-,outbound_dominance_ratio_medium AND state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_medium AND proto_unas AND service_-,state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND proto_unas AND service_-,packet_asymmetry_medium AND state_int,0.068917,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_unas AND service_-,state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND proto_udp AND service_-,state_int,0.022539,1.0,2.131158
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_unas,state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_unas,state_int,0.030215,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_arp AND service_-,state_int,0.015792,1.0,2.131158
bytes_per_packet_low AND packet_rate_high AND service_dns,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.146013,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND service_dns,packet_asymmetry_medium AND state_int,0.077073,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_medium AND proto_udp AND service_dns,outbound_dominance_ratio_medium AND state_int,0.077073,1.0,2.131158
outbound_dominance_ratio_medium AND packet_rate_high AND proto_unas AND service_-,packet_asymmetry_medium AND state_int,0.038582,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND proto_udp AND service_dns,packet_asymmetry_medium AND state_int,0.223091,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND proto_udp AND service_dns,outbound_dominance_ratio_medium AND state_int,0.223091,1.0,2.131158
bytes_per_packet_medium AND proto_unas AND service_-,state_int,0.068917,1.0,2.131158
packet_asymmetry_medium AND proto_arp AND service_-,outbound_dominance_ratio_medium AND state_int,0.015792,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_unas AND service_-,state_int,0.068917,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_high AND proto_unas AND service_-,state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_unas AND service_-,outbound_dominance_ratio_medium AND state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_high AND proto_udp AND service_-,state_int,0.012838,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND proto_arp,outbound_dominance_ratio_medium AND state_int,0.015792,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_medium AND proto_udp AND service_dns,state_int,0.077073,1.0,2.131158
bytes_per_packet_low AND packet_rate_high AND proto_udp AND service_dns,packet_asymmetry_medium AND state_int,0.146013,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND proto_unas,state_int,0.068917,1.0,2.131158
packet_asymmetry_medium AND proto_unas,outbound_dominance_ratio_medium AND state_int,0.068917,1.0,2.131158
proto_unas,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.068917,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low AND proto_arp AND service_-,state_int,0.015792,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_udp AND service_-,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.012838,1.0,2.131158
proto_unas,state_int,0.068917,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_low AND proto_arp AND service_-,state_int,0.015792,1.0,2.131158
bytes_per_packet_medium AND packet_rate_medium AND proto_unas,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_unas,outbound_dominance_ratio_medium AND state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_medium AND proto_unas,packet_asymmetry_medium AND state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_udp,outbound_dominance_ratio_medium AND state_int,0.0101,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp,packet_asymmetry_medium AND state_int,0.0101,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_udp,state_int,0.0101,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_high AND proto_udp AND service_-,packet_asymmetry_medium AND state_int,0.012838,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_udp AND service_-,state_int,0.012838,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low AND proto_arp,state_int,0.015792,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_udp AND service_-,outbound_dominance_ratio_medium AND state_int,0.012838,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND proto_udp AND service_dns,state_int,0.223091,1.0,2.131158
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_arp,state_int,0.015792,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_unas,state_int,0.030215,1.0,2.131158
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_arp AND service_-,state_int,0.015792,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_udp AND service_-,state_int,0.022539,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND proto_udp AND service_-,packet_asymmetry_medium AND state_int,0.022539,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_unas,state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_high AND proto_unas,packet_asymmetry_medium AND state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_unas,outbound_dominance_ratio_medium AND state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_unas,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.038582,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_udp,state_int,0.013642,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_udp,packet_asymmetry_medium AND state_int,0.013642,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND proto_arp AND service_-,outbound_dominance_ratio_medium AND state_int,0.015792,1.0,2.131158
packet_asymmetry_medium AND packet_rate_low AND proto_arp AND service_-,outbound_dominance_ratio_medium AND state_int,0.015792,1.0,2.131158
proto_unas AND service_-,state_int,0.068917,1.0,2.131158
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_low AND proto_arp AND service_-,state_int,0.015792,1.0,2.131158
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_rate_high AND proto_udp AND service_dns,state_int,0.146013,1.0,2.131158
bytes_per_packet_medium AND packet_rate_medium AND proto_unas,state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND proto_udp AND service_-,outbound_dominance_ratio_medium AND state_int,0.022539,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND proto_unas AND service_-,packet_asymmetry_medium AND state_int,0.068917,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND proto_unas AND service_-,outbound_dominance_ratio_medium AND state_int,0.068917,1.0,2.131158
bytes_per_packet_medium AND proto_unas AND service_-,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.068917,1.0,2.131158
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_unas AND service_-,state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_unas,state_int,0.038582,1.0,2.131158
bytes_per_packet_low AND packet_rate_high AND proto_udp AND service_dns,outbound_dominance_ratio_medium AND state_int,0.146013,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND proto_unas AND service_-,state_int,0.068917,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_udp,state_int,0.013642,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_high AND proto_udp,packet_asymmetry_medium AND state_int,0.013642,1.0,2.131158
packet_rate_medium AND proto_unas AND service_-,outbound_dominance_ratio_medium AND state_int,0.030215,1.0,2.131158
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND service_dns,state_int,0.077375,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_udp,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.013642,1.0,2.131158
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_udp,outbound_dominance_ratio_medium AND state_int,0.013642,1.0,2.131158
packet_asymmetry_medium AND packet_rate_low AND proto_arp AND service_-,state_int,0.015792,1.0,2.131158
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_high AND service_dns,state_int,0.146013,1.0,2.131158
packet_asymmetry_medium AND packet_rate_medium AND proto_unas AND service_-,state_int,0.030215,1.0,2.131158
bytes_per_packet_low AND packet_rate_high AND service_dns,packet_asymmetry_medium AND state_int,0.146013,1.0,2.131158
outbound_dominance_ratio_medium AND packet_rate_high AND proto_unas AND service_-,state_int,0.038582,1.0,2.131158
packet_rate_high AND proto_unas AND service_-,outbound_dominance_ratio_medium AND state_int,0.038582,1.0,2.131158
packet_asymmetry_medium AND packet_rate_high AND proto_unas AND service_-,state_int,0.038582,1.0,2.131158
packet_rate_medium AND proto_unas AND service_-,packet_asymmetry_medium AND state_int,0.030215,1.0,2.131158
packet_rate_high AND proto_unas,state_int,0.038582,1.0,2.131158
packet_rate_medium AND proto_unas AND service_-,state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND packet_rate_medium AND proto_unas,outbound_dominance_ratio_medium AND state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND packet_rate_medium AND proto_unas,packet_asymmetry_medium AND state_int,0.030215,1.0,2.131158
packet_rate_medium AND proto_unas,state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_medium AND proto_unas,state_int,0.030215,1.0,2.131158
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_udp AND service_dns,state_int,0.077375,1.0,2.131158
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND service_dns,packet_asymmetry_medium AND state_int,0.077375,1.0,2.131158
bytes_per_packet_medium AND packet_rate_medium AND proto_unas AND service_-,state_int,0.030215,1.0,2.131158
bytes_per_packet_medium AND packet_rate_high AND proto_udp AND service_-,state_int,0.012838,1.0,2.131158
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_unas AND service_-,state_int,0.068917,1.0,2.131158
outbound_dominance_ratio_medium AND proto_unas AND service_-,packet_asymmetry_medium AND state_int,0.068917,1.0,2.131158
packet_asymmetry_medium AND proto_unas AND service_-,outbound_dominance_ratio_medium AND state_int,0.068917,1.0,2.131158
proto_unas AND service_-,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.068917,1.0,2.131158
packet_rate_medium AND proto_unas AND service_-,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND state_int,0.030215,1.0,2.131158
packet_asymmetry_medium AND packet_rate_medium AND proto_unas AND service_-,outbound_dominance_ratio_medium AND state_int,0.030215,1.0,2.131158
